,0
2773,군산박영민 기자 .창닫기기사를 추천 하셨습니다군산 고군도는 .플라스틱 다이어트. 중. 카페들 친환경 빨대 쓴다베스트 추천 뉴스이기홍 칼럼대통령 되겠다면서 사법부 부정하는 희대의 자가당착.임대차법으로 무슨 짓 한건지. 퇴거 요구받은 세입자 한숨.회계부정. . 정정순 .심서 당선무효형.저거. 공방에 참다못한 .당원들 .내전 계속하면 탈당.동해 바다
2774, 한국어 교가 .전역 또 울렸다항거 나선 아프간 장군의 아들 .가 .민주주의 무기고. 돼달라. . . . . .다
2775,손잡이가 떨어져 나간 낡은 철문 빈 구멍에 끼워 넣은 나뭇조각이 제법 쓸 만합니다
2776, 게다가 이게 바로 진정한 친환경이지요.서울 종로구 동숭동에서 송은석 기자 . 주요기사 예고없는 연쇄 대출중단.전세대출은 투기 아닌데 왜.전문가들 .위드 코로나 .차 접종률 . 되는 .말.초 예상. 창닫기기사를 추천 하셨습니다고양이 눈친환경의 정수베스트 추천 뉴스이기홍 칼럼대통령 되겠다면서 사법부 부정하는 희대의 자가당착.임대차법으로 무슨 짓 한건지. 퇴거 요구받은 세입자 한숨.회계부정. . 정정순 .심서 당선무효형.저거. 공방에 참다못한 .당원들 .내전 계속하면 탈당.동해 바다
2777, 한국어 교가 .전역 또 울렸다항거 나선 아프간 장군의 아들 .가 .민주주의 무기고. 돼달라. . . . . . 낡은 철문나뭇조각친환경다
2778,루이비통은 친환경 스니커즈 신상품 .찰리.를 하반기 내 출시할 예정이라고 .일 밝혔다
2779, 제품 소재 .가 재활용.친환경 소재로 이뤄졌다고 한다
2780, 아웃솔 소재 . 이상이 재활용 러버로 만들어졌고 갑피는 재활용 폴리에스테르와 옥수수 기반 플라스틱인 바이오폴리올 합성 소재가 조합됐다고 설명했다
2781, 신발 끈과 설포 신발 뒤쪽 루이비통 로고 등은 에코닐 소재를 사용했다
2782, 나일론 폐기물에서 추출된 . 재활용 가능한 소재다
2783, 밑창과 안감은 재활용 폴리우레탄과 폴리에스테르로 제작했다
2784,제품 패키지도 새롭게 디자인했다
2785, 제품 포장에 국제산림관리협회 인증 재생림에서 유래된 섬유 브랜드 텐셀의 펠트를 사용했다
2786, 제품 상자 역시 . 재활용 판지로 만들었다
2787, 가공되지 않은 크래프트 용지에 식물성 잉크를 사용해 환경 영향을 최소화한 것이 특징이라고 루이비통은 전했다
2788, . . . . . . . . . . . . 루이비통은 업사이클링 이니셔티브를 제안한 올해 봄.여름 남성 컬렉션에 이어 최근 가을.겨울 남성 컬렉션을 통해 펠트 라인을 선보였다
2789, 브랜드 지속가능성을 위한 노력이 구체화된 .지속가능성을 향한 여정. 정책의 일환이라고 한다
2790, 주요기사 예고없는 연쇄 대출중단.전세대출은 투기 아닌데 왜.전문가들 .위드 코로나 .차 접종률 . 되는 .말.초 예상. 동아닷컴 김민범 기자 .창닫기기사를 추천 하셨습니다루이비통 친환경 슈즈 .찰리. 하반기 출시. .제품 . 재활용.친환경 소재 사용.베스트 추천 뉴스이기홍 칼럼대통령 되겠다면서 사법부 부정하는 희대의 자가당착.임대차법으로 무슨 짓 한건지. 퇴거 요구받은 세입자 한숨.회계부정. . 정정순 .심서 당선무효형.저거. 공방에 참다못한 .당원들 .내전 계속하면 탈당.동해 바다
2791, 한국어 교가 .전역 또 울렸다항거 나선 아프간 장군의 아들 .가 .민주주의 무기고. 돼달라. . . . . .다
2792,가스 속 이산화탄소 폐가스전 저장 가 호주 정부와 천연가스전 친환경 개발에 협력하기로 했다
2793, 는 .일 추형욱 대표이사 사장과 댄 테한 호주 통상관광투자장관이 서울 중구 서린빌딩에서 만나 가 최근 투자를 결정한 호주의 바로사칼디타 가스전에 탄소 포집 저장 기술을 적용해 친환경 가스전으로 개발하기로 했다고 밝혔다
2794, 는 현재 호주로부터 연간 약 .만 의 액화천연가스를 도입하고 있다
2795, 올해 .월에는 .년부터 개발해 온 바로사칼디타 가스전에 추가로 약 .억 달러약 .조.억 원를 투자해 친환경 가스전 개발에 나선다고 밝혔다
2796, . . . . . . . . . . . . 추 사장은 .호주 가스전은 지하 저류층에서 생산되는 가스에 포함된 이산화탄소를 . 포집해 인근 폐가스전에 저장하는 친환경 방식으로 개발할 예정.이라며 .가스전으로부터 수입하는 는 청정 수소인 블루수소의 원료로 사용돼 한국 수소산업의 초석이 될 것으로 기대한다
2797,고 말했다
2798, 주요기사 예고없는 연쇄 대출중단.전세대출은 투기 아닌데 왜.전문가들 .위드 코로나 .차 접종률 . 되는 .말.초 예상. 곽도영 기자 .기자페이지 바로가기창닫기기사를 추천 하셨습니다 호주와 .가스전 친환경개발. 협력베스트 추천 뉴스이기홍 칼럼대통령 되겠다면서 사법부 부정하는 희대의 자가당착.임대차법으로 무슨 짓 한건지. 퇴거 요구받은 세입자 한숨.회계부정. . 정정순 .심서 당선무효형.저거. 공방에 참다못한 .당원들 .내전 계속하면 탈당.동해 바다
2799, 한국어 교가 .전역 또 울렸다항거 나선 아프간 장군의 아들 .가 .민주주의 무기고. 돼달라. . . . . . 호주친환경개발다
2800,에어컨 대체할 신개념 냉방기술 눈길 이대영 한국과학기술연구원 청정신기술연구본부 책임연구원휴마스터 대표이 제습을 통해 실내를 시원하게 만드는 냉방장치 .휴미컨.을 선보이고 있다
2801, 제공.일 서울 성북구 한국과학기술연구원 원내 창업기업 .휴마스터. 더위를 뚫고 사무실 문을 열고 들어가자 에어컨에서 나오는 냉기와는 다른 색다른 시원함이 느껴졌다
2802, 책상 위 온도계는 .도를 가리켰지만 별로 덥다는 생각은 들지 않았다
2803, 휴마스터 대표를 맡고 있는 이대영 청정신기술연구본부 책임연구원은 .이 사무실에서는 에어컨 대신 제습장치가 냉방장치 역할을 하고 있다
2804,고 말했다
2805, . 습도 낮추면 온도 높아도 시원함 느껴사람이 느끼는 더위는 온도뿐 아니라 습도가 미치는 영향도 크다
2806, 습도가 높으면 몸에서 배출되는 수분이 증발하지 않아 체온 조절이 안 돼 더위를 느낀다
2807, 같은 온도에서도 습도가 높으면 더 덥게 느껴진다
2808, 이날 사무실에 설치된 습도계가 가리킨 상대습도는 .로 외부 습도 .보다 훨씬 낮았다
2809, 고분자 흡습 소재를 이용한 제습냉방 장치인 .휴미컨.을 천장에 설치해 실내 습도를 외부보다 낮게 유지한 결과다
2810, . . . . . . . . . . . . 에어컨은 온도를 낮추면서 습도를 떨어뜨린다
2811, 공기를 냉각하는 과정에서 온도차로 물방울이 맺히는 결로현상이 발생하고 이를 밖으로 배출해 실내습도를 낮추는 것이다
2812, 따라서 온도를 일정하게 유지하면 습도를 낮추는 데는 한계가 있다
2813, 그렇다고 온도를 계속 내리면 냉방병 등의 문제가 발생한다
2814, 온도를 낮출수록 에너지 소비량도 가파르게 늘어난다
2815, 주요기사 예고없는 연쇄 대출중단.전세대출은 투기 아닌데 왜.전문가들 .위드 코로나 .차 접종률 . 되는 .말.초 예상. 반면 제습 냉방은 제습기와 에어컨을 함께 틀어 온도를 더 낮추지 않고도 냉방 효과를 유지하는 방식이다
2816, 실내온도가 .도로 높아도 습도를 .로 낮추면 .도에서 습도 .일 때 불쾌지수와 같은 환경이 조성된다
2817, 이 책임연구원은 .제습 냉방은 온도는 유지한 채 습도만 낮춰 쾌적하면서도 전력 소비를 줄일 수 있다
2818,고 말했다
2819, . 열 안 나는 제습소재 발굴 활발 제습기는 습기를 제거하는 과정에서 열이 배출된다
2820, 옷이나 음식 포장에 들어있는 제습제인 실리카겔과 같은 물질로 습기를 흡수한 다음 .도로 가열해 수분을 날리는 과정에서 열이 발생한다
2821, 에어컨으로 차가워진 실내 공간에 다시 열을 배출해 냉각 효과를 반감시키는 결과로 이어진다
2822, 이 때문에 과학자들은 소재를 바꿔 제습 냉방의 효율을 높이는 방법을 찾고 있다
2823, 이 책임연구원이 개발한 고분자 소재는 물을 잘 빨아들이는 하이드로젤 고분자 소재 외부가 음전하를 띠고 있다
2824, 자석에 철가루가 달라붙듯 극성을 가진 물 분자가 소재에 계속해서 달라붙는다
2825, 이런 이유로 실리카겔보다 물을 흡수하는 능력인 흡습성이 .배나 높다
2826, 이 책임연구원은 .잘 깨지는 실리카겔과 다르게 형태를 자유롭게 만들 수도 있다
2827,고 말했다
2828, 이우황 한국화학연구원 석유화학 촉매 및 공정연구단 단장 연구팀도 지난해 .월 비슷한 효과를 내는 금속유기골격체를 이용한 제습 기술을 에이올코리아에 이전했다
2829, 는 금속산화물을 뼈대로 만든 다공성 물질로 물 분자와 크기가 비슷한 구멍에 물이 잘 달라붙는 성질에 착안해 개발된 소재다
2830, 미국 매사추세츠공대 스타트업 .트랜스아에라.는 이 소재를 이용한 제습장치로 세계 냉방 경연대회 .글로벌 쿨링 프라이즈. 결선에 진출하기도 했다
2831, 이들 소재는 물을 소재에서 떼어낼 때 필요한 열이 .도 정도여서 기존 소재보다 활용도가 높다
2832, .도는 에어컨의 실외기에서 나오는 폐열 정도의 온도다
2833, 휴미컨도 에너지 소비효율 .등급 제습기보다 에너지 효율이 . 높다
2834, 진단키트 포장재로도 활용전기 수급에 비 상이 걸리면서 기업과 기관들도 에너지 효율이 높은 제습냉방 방식에 조금씩 관심을 기울이기 시작했다
2835, 휴마스터는 .년부터 주택과 반도체 공장 대학 지하 강의실에 이르기까지 .여 곳에 이를 공급했다
2836, 도 대량 생산에 들어가 내년 이를 적용한 제습시설을 상용화할 계획이다
2837, 휴마스터는 고분자 소재를 종이처럼 가공해 가구기업 한샘의 침대 매트리스 속에 넣는 소재로 납품하기도 했다
2838, 이 책임연구원은 .최근 저온 유통 중 발생하는 결로로 수출에 어려움을 겪던 신종 코로나바이러스 감염증코로나. 진단키트 업체에 포장재로 판매하기도 했다
2839,고 말했다
2840, 또 .온난화가 심각해지면서 마냥 불편을 감수하고 더위를 참게 하는 것도 한계가 보이기 시작했다
2841,며 .에너지를 효율적으로 활용하는 새로운 냉방기술이 계속 개발돼야 한다
2842,고 말했다
2843,조승한 동아사이언스기자.창닫기기사를 추천 하셨습니다꿉꿉한 .무더위.를 쾌적한 .더위.로. 친환경 .제습 냉방.이 온다베스트 추천 뉴스이기홍 칼럼대통령 되겠다면서 사법부 부정하는 희대의 자가당착.임대차법으로 무슨 짓 한건지. 퇴거 요구받은 세입자 한숨.회계부정. . 정정순 .심서 당선무효형.저거. 공방에 참다못한 .당원들 .내전 계속하면 탈당.동해 바다
2844, 한국어 교가 .전역 또 울렸다항거 나선 아프간 장군의 아들 .가 .민주주의 무기고. 돼달라. . . . . . 무더위친환경제습 냉방다
2845,. 대한민국 산업대상 대한민국 산업대상 특별상 의정공로 부문 신영대 의원신영대 더불어민주당 의원이 중소기업 육성을 위한 의정활동 공로를 인정받아 . 대한민국 산업대상. 특별상 수상의 영광을 안았다
2846, 신 의원은 지난해 국정감사에서 정부 정책 기조에 맞춰 수소경제 활성화에 힘쓰는 한편 새만금 지역의 풍부한 신재생에너지를 활용해 탄소 발생을 줄이고 친환경 산업단지를 구축하는 등 정책 대안을 제시해 경제 현안들에 대한 이해도 높은 정책질의를 펼쳤다는 평가를 받았다
2847, 신 의원은 신산업에 대한 정보나 인프라가 부족해 사업구조 전환에 어려움을 겪고 있는 중소.중견기업 지원을 골자로 한 .외국인투자촉진법 일부개정안. .수소 환원 제철을 비롯한 미래 친환경에너지 기술에 투자하는 기업에 대해 세액 공제지원을 하는 .조세특례제한법 일부개정법률안. .여성과 장애인 등 사회적 약자의 창업을 지원하는 .중소기업창업지원법 일부개정법률안. 등을 발의했다
2848, . . . . . . . . . . . . 신 의원은 .중소.중견기업이 사회적 책임을 중시하는 구조로 전환할 수 있도록 최선을 다할 것.이라고 밝혔다
